subject_id,question,code,data_1,transcription_old,transcription_new,audio,d,c,data_2,Age,Gender,Household Income,Familiar
3,4,Lure,Monkey,a monkey school. A bit of racing to the top of the coconut tree. Who will get the banana first? The monkeys girl birds  monkey. A squirrel on a bird race into the top of the coconut tree. Who will get the banana first? No. Oh  well  I'm thinking that a monkey Mike's been on this. I don't have that Scriptures and a peerage does probably too. So I would just say a monkey.," A monkey, a squirrel, a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel, or the bird? A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first. Well, I'm thinking that a monkey likes bananas. I don't know if they're squirrel does and a bird does. They probably do. So, I would just say a monkey. Okay.",https://app.phonic.ai/play/5e90add6e415d4a16cef4ff4,N,Y,1,53.0,male,75-100k,
3,5,Lure,Pink,in one story. Pink house. There was a pink pink cattle  a pink fish  pink computer  pink chair  pink table pink over a shower. Everything was pink. What color was the slaves? Probably. Well  reading that it says everything was pink Books. It says it's only a one story pick house. So what color with the stands. So I'm thinking that wouldn't be at least a one story house. What  It? Upstairs for anything. I suppose  Uh  they could have stairs to the front door  so I'm gonna say pick.," In one storey pink house there was a pink person, pink cat and a pink fish, a pink computer, pink chair, pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs? Probably. Well, reading that it says everything was pink. But it says it's only a one-story pink house. So what colour were the stairs? So I'm thinking there wouldn't be any stairs. One-story house, might it have stairs for anything? I suppose it could have stairs to the front door, so I'm going to say pink.",https://app.phonic.ai/play/5e90ae20e415d4a16cef500b,Y,Y,1,53.0,male,75-100k,
3,6,Lure,Two,have many of each one was in Moses put on the ark. It was too half wit. Don't Don't forget to keep reading and thinking aloud  Okay? So  young  sir  I'm thinking  is," How many of each animal did Moses put on the ark? It was two. Halfway done, don't forget to keep reading and thinking aloud. Okay, so the answer I'm thinking is two.",https://app.phonic.ai/play/5e90ae43e77a5fea187b47e9,N,N,1,53.0,male,75-100k,
3,7,Lure,West,the Wind Blues West Electric train runs east. Which cardinal direction? Does the smoke from the locomotive blow? Um  something in the train he's going  uh  east on the wind is blowing west. So I would think that smoke will be also going west. Regardless of which way the train was going  it would blow. It's west.," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? So I'm thinking the train is going east, and the wind is blowing west. So I would think that the smoke would be also going west, regardless of which way the train was going. It would blow it west.",https://app.phonic.ai/play/5e90ae79e77a5fea187b47fd,N,Y,1,53.0,male,75-100k,
3,8,Lure,Newspaper,if you have only one match and you walk into a dark room where there isn't oil lamp  a newspaper and wood  which thing would you like to first? Well  I would think of all of those and probably newspaper exactly easiest thing toe light. And I could use that toe like the other things  so I'm going to say newspaper.," If you have only one match and you walk into a darkroom where there is an oil lamp, a newspaper and wood, which thing would you light first? Well, I would think out of all of those, probably newspaper because it would be the easiest thing to light. And then I could use that to light the other things so I'm going to say newspaper",https://app.phonic.ai/play/5e90aea8e77a5fea187b480b,N,Y,1,53.0,male,75-100k,
3,9,Lure,It would be ethical,would it be ethical for a month And marry the sister of his widow remembers everything that comes to mind. It seems unrelated. So would it seem ethical? So a man to marry the sister of his widow? Yes. I think that's ethical. Uh  some people might know. I can't think of a reason why it wouldn't be. You be careful from man to marry the sister off his widow. Yes. It would be ethical. It would be ethical  would be ethical.," Would it be ethical for a man to marry the sister of his widow? Remember to say everything that comes to mind, even if it seems unrelated. So would it seem ethical? So a man to marry the sister of his widow? Yes, I think that's ethical. Some people might not. I can't think of a reason why it wouldn't be. It would be ethical for a man to marry the sister of his widow. Yes, it would be ethical. It would be ethical would be ethical",https://app.phonic.ai/play/5e90aef3e77a5fea187b4835,N,N,1,53.0,male,75-100k,
3,10,Lure,B,which sessions correct athe yoke off the egg or white? Or be the yolk of the egg is white. The yoke off the egg are white. Well  it sounds it's singular. So you think the yolk of the egg is white? Would be the answer. Um  rights. Okay  so I'm going to say B.," Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. The yolk of the egg are white. Well, it sounds a bit singular, so you think the yolk of the egg is white would be the answer. Right. Okay, so I'm going to say B.",https://app.phonic.ai/play/5e90af1ee415d4a16cef5043,N,Y,1,53.0,male,75-100k,
4,1,Lure,Nunu,marries father has five daughters. Brought no sons. Nonna Nini  Nini A. No  no. What is the fifth daughter's name  probably Nunu.," Mary's father has five daughters but no sons, Nana, Nini, Nini and Nono. What is the fifth daughter's name probably? Nunu.",https://app.phonic.ai/play/5e90a84be415d4a16cef4f4c,N,N,1,42.0,female,10-25k,
4,2,Lure,First,if you were running a race and you passed in person in second place  what place would you be now? I would be face place opposite him anyway.," If you were running a race and you passed a person in second place, what place would you be now? I would be first place. I presume anyway.",https://app.phonic.ai/play/5e90a864e77a5fea187b46a0,N,N,1,42.0,female,10-25k,
4,3,Lure,United states,It's a stormy night on a plane takes off from JFK Airport in New York. The storm worsens on the plane crash. She's half lands in the United States on the other half lines in Canada. In which country do you bury the survivors? Uh  I presume it would be the United States., It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Halflands in the United States and the other halflands in Canada. In which country do you bury the survivors? I presume it would be the United States?,https://app.phonic.ai/play/5e90a88de77a5fea187b46a4,N,N,1,42.0,female,10-25k,
4,4,Lure,Monkey,a monkey. A squirrel underbid are racing to the top of the coconut tree. Who will get the banana faced  the mochi  the squirrel or the bed? I presume it be the monkey because oh  I don't know. Or could it be the squirrel  I presume? The mall cubicles. It's bigger on dhe. It can move quicker  I presume. Not sure that  but I'm a poor monkey.," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel or the bird? I presume it would be the monkey because, oh I don't know, or could it be the squirrel? I presume the monkey because it's bigger and it can move quicker I presume. Not sure though, but I will put monkey.",https://app.phonic.ai/play/5e90a8b3e415d4a16cef4f55,Y,Y,2,42.0,female,10-25k,
4,5,Lure,Pink,in a one story pink house. There was a pink person  a pink cuffed  a pink fish  a pink computer  a picture  a pic table. I picked telephone on a pink shop where everything was pink. What  Paula? Where? The stairs probably let me think. Maybe pink by any chance.," In a one-storey pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone and a pink shower Everything was pink, what colour were the stairs probably? Hmm, let me think Maybe pink by any chance?",https://app.phonic.ai/play/5e90a8d4e77a5fea187b46b1,N,N,1,42.0,female,10-25k,
4,6,Reflect,0,just things. How many of you tranny Mulder Moses put on the R? Um  two. It was. That man is He's put on the ark. It wasn't Moses. It was Ah  no  no.," How many of each animal did Moses put on the ark? Two Did Moses put on the ark? It wasn't Moses, it was our, I know it",https://app.phonic.ai/play/5e90a8eee415d4a16cef4f56,Y,Y,1,42.0,female,10-25k,
4,7,Lure,West,you play you? The wind blows west on the electric train runs east by which called on old direction dot The smoke from the locker mostly go blow unwashed. I don't know.," The wind blows west and the electric train runs east. In which card and all direction does the smoke from the locomotive go? West, I don't know.",https://app.phonic.ai/play/5e90a90ce415d4a16cef4f5a,N,N,1,42.0,female,10-25k,
4,8,Reflect,Match,if you have only one much and you walk into a dark room Where is on Oil Lamp? A newspaper on DDE. What? Which one would you like? First? Newspaper class Things? Well  no  no  last much.," If you have only one match and you walk into a dark room, where is an oil lamp, a newspaper and wood, which thing would you like first? Newspaper, I think. Oh, well, no. Oh. You would like the match first.",https://app.phonic.ai/play/5e90a92ce415d4a16cef4f60,Y,N,2,42.0,female,10-25k,
4,9,Lure,No,It wouldn't be ethical for a man to marry the sister off his widow  huh? Oh  no  not to me  anyway.," Would it be ethical for a man to marry the sister of his widow? No, not to me anyway.",https://app.phonic.ai/play/5e90a942e77a5fea187b46ba,N,Y,2,42.0,female,10-25k,
4,10,Reflect,[normally it's yellow but] B,Which sentence is correct? Hey  they broke off the I A light will be the oak off the yak is white normally yellow so I don't get what that means for foot wife be," Which sentence is correct? A. The yolk of the egg are white. B. The yolk of the egg is white. Oh, normally it's yellow, so I don't get what that means, but put white. B.",https://app.phonic.ai/play/5e90a969e77a5fea187b46c1,Y,N,1,42.0,female,10-25k,
5,1,Reflect,Mary,Mary  because if there's not on leaning me for Nene named I and the photos  he'd be merry.," Mary, because if there's na na ni ni ni ni ni ni ni no, it would also be Mary.",https://app.phonic.ai/play/5e90a827e77a5fea187b469d,N,Y,2,22.0,female,75-100k,
5,2,Reflect,2nd,theoretically fast. Second  since they passed the person second. I live in Tulsa. Person first case.," Theoretically first but obviously second. Since... wait, they've passed the person's second. But they haven't passed the person first, okay, second.",https://app.phonic.ai/play/5e90a847e415d4a16cef4f4b,Y,Y,1,22.0,female,75-100k,
5,3,Lure,Whichever country the reside in,and whichever country their bone in the stone I've no idea Helping to land a plane. Wholphin can't. I just don't know what happened  so But I believe in, Which country they were born in Massachusetts? Which is the side in?,https://app.phonic.ai/play/5e90a882e77a5fea187b46a1,N,Y,1,22.0,female,75-100k,
5,4,Reflect,Why is there a banana in a coconut tree,monkeys grew up. Thank you. What a screw up in Italy you grow trees  monkey from concrete and but has better you like beads. BC  waiting on my tray wiser  but on a very big country.," Monkey screw up, otherwise. A bird, I reckon. Actually, screws have more knowledge of trees. Monkey from Klein Creek. Bird has better view, they can easily see. Wait, hang on, top of a coconut tree, why is there a banana in a coconut tree?",https://app.phonic.ai/play/5e90a8b3e77a5fea187b46a8,Y,N,1,22.0,female,75-100k,
5,5,Reflect,It was a one storey house,in a one spring houses because in one oh  once too you," In a one story house, there is a pink person pink, a pink fish pink, pink, pink, pink, pink, pink, in one, oh wait, one story house. It was a one story house.",https://app.phonic.ai/play/5e90a8d6e77a5fea187b46b2,Y,Y,1,22.0,female,75-100k,
5,6,Lure,2,how many analysts had made his pitch on the power play? Don't. Mm. Well  Im missus turn company one  right  huh?," How many animals did Moses put on the earth? How many? One, two, and a mate?",https://app.phonic.ai/play/5e90a8f5e415d4a16cef4f59,Y,N,1,22.0,female,75-100k,
5,7,Lure,West,the Wind plays West East Carden adoption with Bring One East No e Southwest Friends. Which way's the Win West?," The wind goes west, east, cardinal direction, west, going on south, east, north, east, south, west, depends which way, okay the wind, west.",https://app.phonic.ai/play/5e90a914e415d4a16cef4f5d,Y,Y,1,22.0,female,75-100k,
5,8,Lure,Newspaper,have fun. Much invoked with Kramer. Has little lump. Cool. No  it is your armpits a tumble. And she's faking a new spatial sitting in Pamplona  and it set the bar. But what? You don't stop for me? What new space?," If you only have one match, you'll walk into a dark room, whereas oil lamp... No idea what oil lamp is. It's a candle lamp. Newspaper set the lamp on fire and then set the wood on fire. But wait, you don't want to start fire. What do you want to write? Um, newspaper.",https://app.phonic.ai/play/5e90a944e77a5fea187b46bb,Y,Y,2,22.0,female,75-100k,
5,9,Lure,No,Oksana Ethical  but went from a situation because it could be the circumstance  were living on an island. And they have no one else get with him  but no.," It's not ethical but depends on the situation. Could be the circumstance for living on island. And they have no one else to get with. Um, but no, it's ethical. No.",https://app.phonic.ai/play/5e90a965e77a5fea187b46bf,N,Y,2,22.0,female,75-100k,
5,10,Lure,B,Which sentence? Correct? Like a white. The off the egg is It's mental. Help me explain the young cough you call. The egg is be here., Which sentence is correct? The yoke of the egg is white. The yoke of the egg is white.,https://app.phonic.ai/play/5e90a986e77a5fea187b46c7,N,N,1,22.0,female,75-100k,
6,1,Reflect,Mary,Mary's father had five daughters  but no son  Nana  Nini  Ninny and Nano. What was the Fist daughters name? Probably probably knew  knew. But considering it  says Mary  I would guess that it would be her. The daughter's name would actually be marry.," Mary's father had five daughters, but no son. Nana, Nini, Ninny, and Nano. What was the fifth daughter's name, probably? Probably Nunu, but considering it says Mary, I would guess that it would be, the daughter's name would actually be Mary.",https://app.phonic.ai/play/5e90b2cee415d4a16cef50ef,Y,Y,1,22.0,female,50-75k,
6,2,Lure,1st place,If you're running a race and you pass the person in second place  what place would you be in now? If you were in curating race and you pass the person in second place  what place would you be it now? Well  if you pass the second person  you would be in first place.," If you're running a race and you pass the person in second place, what place would you be in now? If you're running a race and you pass the person in second place, what place would you be in now? Well, if you pass the second person, you would be in first place.",https://app.phonic.ai/play/5e90b2f1e415d4a16cef50f7,N,Y,1,22.0,female,50-75k,
6,3,Lure,Both,the stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half the plane crashes  half lands in United States and the other half in Canada. In what country do you bury the survivors? I would bury the survivors in their country of origin. Um  so you might as well be both., It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States and the other half in Canada. In what country do you bury the survivors? I would bury the survivors in their country of origin. So I guess my answer would be both.,https://app.phonic.ai/play/5e90b31ae77a5fea187b49ea,N,Y,1,22.0,female,50-75k,
6,4,Reflect,None of the aminals,a monkey  a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey  This girl or the bird? Um  no more Get the banana  considering that they are going to a coconut tree so none of the animals will get at first.," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird? No one will get the banana considering that they are going to a coconut tree. So none of the animals will get it first.",https://app.phonic.ai/play/5e90b33de415d4a16cef5118,N,Y,2,22.0,female,50-75k,
6,5,Lure,Pink,in a one story pink house. There was a pink person  a pink cat in the pink fish up in computer  a picture paint table  a pink telephone  a pink shower. Everything was pink. What color? Where the stairs? Probably. Well  considering that everything was currently pink  I would assume the stairs would also be pink.," In a one-story pink house, there was a pink person, a pink cat, and a pink fish. A pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs probably? Well, considering that everything was apparently pink, I would assume the stairs would also be pink.",https://app.phonic.ai/play/5e90b35ce77a5fea187b4a02,N,N,1,22.0,female,50-75k,
6,6,Other,Idk,How many of each animal did Moses put it on the Ark? I have no idea. Because I haven't heard that story. Sure  sure.," How many of each animal did Moses put on the ark? I have no idea because I haven't read that story. So, show me.",https://app.phonic.ai/play/5e90b370e77a5fea187b4a0a,N,Y,2,22.0,female,50-75k,
6,7,Lure,West,the wind blows west. An electric train runs west east. An electric train runs east  in which cardinal direction does the smoke from the local motive blow? Well  I think.," The wind blows west, an electric train runs west, east, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West? I think?",https://app.phonic.ai/play/5e90b395e77a5fea187b4a1f,N,N,1,22.0,female,50-75k,
6,8,Lure,Newspaper,if you only have one match and you're you walk into a dark room where there's an oil lamp  a newspaper and wood. Which thing would you late First  I would light the newspaper first because it would last the longest  huh?," If you only have one match and you walk into a dark room where there's an oil lamp, a newspaper, and wood, which thing would you light first? I would light the newspaper first because it would last the longest.",https://app.phonic.ai/play/5e90b3bce77a5fea187b4a43,N,Y,2,22.0,female,50-75k,
6,9,Lure,No,wouldn't be ethical for a man to marry the sister of his widow. No  it would not be ethical because it's the sister who had died.," Would it be ethical for a man to marry the sister of his widow? No, it would not be ethical because it's the sister who had died.",https://app.phonic.ai/play/5e90b3d3e77a5fea187b4a4c,N,Y,2,22.0,female,50-75k,
6,10,Lure,B,which sentence is correct. The yolk oven  the egg or white or the U yolk of the egg or white or the yolk of the egg is white. Uh  I would say B is cells Were Graham prickly  correct?, Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white? I would say B sounds more grammarically correct.,https://app.phonic.ai/play/5e90b3f2e415d4a16cef5145,N,Y,1,22.0,female,50-75k,
7,1,Incorrect,The fiftth name is probably NaNa,the fifth daughter's name  probably  but if no no., The fifth doubters name probably is Nana Thank you.,https://app.phonic.ai/play/5e90b1d8e77a5fea187b495a,N,N,2,29.0,male,50-75k,
7,2,Incorrect,I will be in 3rd place,Ah  I will be Ah  in ah feared place., I will be in a third place.,https://app.phonic.ai/play/5e90b1fce415d4a16cef50c4,N,N,2,29.0,male,50-75k,
7,3,Lure,I will bury the survivors in USA,I will. Barry  This serve reverse in the United States., I will bury the survivors in the United States.,https://app.phonic.ai/play/5e90b232e77a5fea187b4975,N,N,1,29.0,male,50-75k,
7,4,Lure,The monkey will be get the banana first,Ah monkey will get dependent affairs because ah  it is the speed this animal in this free, Monkey will get the banana first because it is the speediest animal in this free. Thank you.,https://app.phonic.ai/play/5e90b261e415d4a16cef50d8,N,Y,2,29.0,male,50-75k,
7,5,Lure,Pink,the stairs. Waas probably pink., The stairs were probably pink.,https://app.phonic.ai/play/5e90b27be415d4a16cef50e2,N,N,1,29.0,male,50-75k,
7,6,Lure,Two,the Moses put Ah Tau Tau each animal in his ark., Moses put two animals in his ark.,https://app.phonic.ai/play/5e90b29be415d4a16cef50e7,N,N,1,29.0,male,50-75k,
7,7,Lure,West,Ah  there. Smoke from the locomotive blow. Ah  well. Ah! Run in West in that direction., The smoke from the locomotive blow will run in west direction.,https://app.phonic.ai/play/5e90b2bae77a5fea187b49ad,N,N,1,29.0,male,50-75k,
7,8,Lure,Newspaper,I will. Ah  I will light a newspaper first because it's the most. Ah  the masts. Ah  I'm difficult. The light., I will light a newspaper first because it's the most undifficult to light.,https://app.phonic.ai/play/5e90b2e2e77a5fea187b49ca,N,Y,2,29.0,male,50-75k,
7,9,Lure,No,it will not be ethical for a man to marry the sister office widow because it's the family., It will not be ethical for a man to marry the sister of his widow because it's the family.,https://app.phonic.ai/play/5e90b304e77a5fea187b49e0,N,Y,2,29.0,male,50-75k,
7,10,Lure,B,the yolk off the egg is white., The jolk of the egg is white.,https://app.phonic.ai/play/5e90b31ee415d4a16cef5109,N,N,1,29.0,male,50-75k,
8,1,Lure,Nunu,father hived up  but no stones. Never. Nini. Nini. No  no. What is the fifth daughter's name? Probably one of the little battles aren't may. So it'll be You knew? Uh  Total T. Oh  yeah. Hold it. I'm talking.," Father hæft of no sons Nana, Nini, Nini, Nunu. What is the first daughter's name probably? Well they're all vowels aren't they? So it'll be... Nunu. Don't talk, it's a bit of a survey. Yes. Maybe svarar, yeah, Nunu. No, I'm talking now. Shush.",https://app.phonic.ai/play/5e90b0b1e415d4a16cef507c,N,Y,1,37.0,female,25-50k,
8,2,Lure,First place,who are running a race. And he passed the person in second place. What place would you be in now? Well  you'd be in first place  Wouldn't used. They were second first place.," You were running a race and you passed the person in second place. What place would you be in now? Well, you'd be in first place, wouldn't you, if they were second? First place.",https://app.phonic.ai/play/5e90b0cee415d4a16cef5085,N,Y,1,37.0,female,25-50k,
8,3,Lure,Half and half,It's a storming art in the plating Tater from JFK Airport in New York. Start on Burtons and the plane profits crashes. Far off lands in the United States is 1/2 runs in Canada which couldn't read. Do you bury the survivors? Awesome to have a morbid question? Um  well  it would depend what nationality they were  I guess so. If they were from the United States to bury in there and if they lived in Canada or better rhythm  they're horrible question often off.," It's a stormy night and the plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Halflands in the United States, the other halflands in Canada. In which country do you bury the survivors? That's a bit of a morbid question. Well, it would depend on what nationality they were, I guess. So if they were from the United States, would they bury them there? And if they lived in Canada, would they bury them there? Horrible question. Half and half.",https://app.phonic.ai/play/5e90b0fbe415d4a16cef508f,N,Y,1,37.0,female,25-50k,
8,4,Lure,Monkey,a monkey and the squirrel and a bird or related to the top of a coconut tree. You don't get them  but not on the first. The monkey  This acquittal  the bird  um  book. Well  it wouldn't be a squirrel because girls don't happen. Artist. And it wouldn't be a bit  because first don't eat bananas either. So it isn't okay  because that's what monkey  so Okay.," A monkey and a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first, the monkey, the squirrel or the bird? Well, it wouldn't be a squirrel because squirrels don't like bananas and it wouldn't be a bird because birds don't eat bananas either. So it would be the monkey because that's what monkeys eat. So a monkey.",https://app.phonic.ai/play/5e90b121e77a5fea187b48ee,Y,Y,1,37.0,female,25-50k,
